Datetime,Open,High,Low,Close,Volume,ret_1,ret_2,ema_5,ema_10,ema_20,ema_50,mom_5,mom_3,rsi_7,rsi_14,range,vol_10,vol_ma_20,vol_spike,ema5_gt_ema20,close_above_ema5,future_ret,label,pred_prob,pred_label,entry_price,exit_idx,exit_price,trade_return,cumulative
2025-10-20 03:45:00+00:00,2984.60009765625,2993.199951171875,2979.60009765625,2988.300048828125,0,0.008811051950063264,0.008708877241561108,2970.969038451396,2967.1582027951135,2965.6550883046534,2966.7085978159744,25.199951171875,26.60009765625,90.31778000531374,76.7155905916721,0.0045510334616359035,0.0027862438545799206,44821.5,0.0,1,1,-0.0023759654453154176,0,0.7587900416339555,1,2989.39990234375,89,2981.199951171875,-0.0035430091121117896,0.9964569908878882
2025-10-20 03:50:00+00:00,2989.39990234375,2990.0,2982.10009765625,2982.699951171875,38741,-0.0018740078187416964,0.006920532151075687,2974.879342691556,2969.983975227252,2967.278408577722,2967.3357097122844,19.89990234375,20.199951171875,74.92820273857276,67.73299673202607,0.002648574269311334,0.0029172723806143303,45226.5,0.8565995599924634,1,1,0.0019110038774217107,1,0.5131413621765063,1,2981.89990234375,90,2988.39990234375,0.0013798183080830618,0.9978319204871327
2025-10-20 03:55:00+00:00,2981.89990234375,2987.699951171875,2979.699951171875,2983.5,22827,0.00026822973856654997,-0.001606280744802513,2977.752895127704,2972.4414342768423,2968.823322046511,2967.9696034490576,21.800048828125,21.300048828125,75.62058262229043,68.30398653197716,0.0026814144461203286,0.002909156287856249,45528.4,0.5013793588177818,1,1,0.003251198649865929,1,0.5210425241890759,1,2984.89990234375,91,2993.199951171875,0.001980679118119768,0.999808305335435
2025-10-23 03:45:00+00:00,3036.699951171875,3050.800048828125,3036.699951171875,3049.0,186836,0.01406859663919513,0.01633333333333331,3020.0436350732843,3016.1733326072376,3015.5107566068095,3012.8078834952876,37.0,48.199951171875,80.01223375396923,71.18640344674557,0.004624499067317153,0.004817406775781611,51082.2,3.6575558609456205,1,1,-0.002099016839537553,0,0.8292899060559107,1,3049.0,178,3042.60009765625,-0.002899016839537553,0.996909844221958
2025-10-23 03:50:00+00:00,3049.0,3049.60009765625,3041.10009765625,3046.199951171875,111279,-0.000918349894432624,0.013137326850524156,3028.762407106148,3021.6327178008078,3018.433537041578,3014.11737634535,44.5,46.199951171875,76.16277297419612,68.76709471787481,0.0027903618069227676,0.0048045199854644186,50337.0,2.2106800166874825,1,1,-0.0014116108256356477,0,0.7868634358285688,1,3046.10009765625,179,3041.89990234375,-0.0021788763263990377,0.9947377009628287
2025-10-23 03:55:00+00:00,3046.10009765625,3046.89990234375,3043.10009765625,3044.60009765625,72021,-0.0005251964878436599,-0.001443064068137101,3034.0416372895156,3025.808605047252,3020.9255904334514,3015.3127771810714,43.800048828125,37.900146484375,73.79609963989402,67.35850034565831,0.0012480472198713752,0.0048238481536684,47416.15,1.518912859858898,1,1,0.0004597984296287885,0,0.5465158061701206,1,3044.60009765625,180,3046.0,-0.0003402015703712114,0.9943992896348537
2025-10-23 04:55:00+00:00,3073.39990234375,3084.800048828125,3072.300048828125,3081.5,111063,0.0027660266840221492,0.006138390677458139,3068.5957832918584,3059.0292857223976,3046.9723133818334,3030.6810328523243,33.0,20.5,89.4788621515605,79.82962277832776,0.004056466006814863,0.0016742269250186682,69072.4,1.6079215431923373,1,1,0.0027583968846341066,1,0.6730419626483013,1,3081.5,192,3090.0,0.0019583968846341067,0.996346718105757
2025-10-23 05:00:00+00:00,3081.5,3087.0,3078.699951171875,3085.89990234375,114000,0.0014278443432580445,0.004197820482834347,3074.3638229758226,3063.9148523808253,3050.6797028067776,3032.8464787147336,25.199951171875,23.199951171875,90.68447096137533,81.07470297680923,0.002689668845648911,0.0016746957263890114,74145.5,1.5375174487999739,1,1,-0.00045364476750745224,0,0.6177633905668938,1,3085.89990234375,193,3084.5,-0.001253644767507452,0.9950976532559805
2025-10-23 05:05:00+00:00,3085.89990234375,3091.300048828125,3083.60009765625,3091.300048828125,110550,0.0017499422065743175,0.0031802851949132016,3080.009231593257,3068.893979007607,3054.5483071897634,3035.1387755819255,30.300048828125,18.300048828125,91.99751128975007,82.50231770360855,0.002490845615194798,0.001443927341563728,77112.7,1.4336159932151067,1,1,-0.0021350556568431518,0,0.5267483419972874,1,3091.60009765625,194,3084.699951171875,-0.003031901367064265,0.9920806153207113
2025-10-27 04:10:00+00:00,3079.800048828125,3092.0,3079.800048828125,3092.0,60961,0.0037657765303211743,0.004907568700804221,3080.111290069907,3074.3198622844084,3070.572148908821,3071.245570730892,24.199951171875,19.5,91.15409703172095,78.01695125971462,0.003945650443685317,0.001348879289308601,39190.5,1.5555045227797157,1,1,-0.0016817435872816947,0,0.5215685880064905,1,3092.0,333,3086.800048828125,-0.0024817435872816944,0.9896185256155727
2025-10-31 03:50:00+00:00,3047.5,3060.0,3043.0,3058.300048828125,107489,0.003708581827412294,0.007511134517583562,3045.6412809390636,3041.4261096041673,3039.1492170032634,3039.5841067325864,22.800048828125,23.60009765625,90.01470393941696,80.9891951564394,0.0055586436021913665,0.001606808404949598,39090.55,2.7497438639261214,1,1,0.0017656548597378883,1,0.6933658633387515,1,3058.300048828125,629,3063.699951171875,0.0009656548597378883,0.99057415555412
2025-10-31 03:55:00+00:00,3058.300048828125,3067.39990234375,3057.199951171875,3064.39990234375,83410,0.001994524218760896,0.005710502902445125,3051.8941547406257,3045.603162829546,3041.554044178548,3040.5572751879263,27.39990234375,28.89990234375,92.1490632401014,84.07031695485183,0.0033285313591329105,0.0016154358415823732,42772.75,1.9500733527771317,1,1,-0.000489492248989028,0,0.6895282272682353,1,3064.39990234375,630,3062.89990234375,-0.001289492248989028,0.9892968178584841
